Brand,Model,picture,Price,,,,,,,,,,,,,,,,,,,,,,,
HP,Pavilion X360 14-BF175TX,https://i.gadgets360cdn.com/products/laptops/large/1546453553_635_hp_pavilion-x360-14-bf175tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,765.69,,,,,,,,,,,,,,,,,,,,,,,3
HP,Spectre X360 13-AE503TU,https://i.gadgets360cdn.com/products/laptops/large/1546453584_635_hp_spectre-x360-13-ae503tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,766.18,,,,,,,,,,,,,,,,,,,,,,,3
MSI,GL62M 7RD-1407,https://i.gadgets360cdn.com/products/laptops/large/1546456558_635_msi_gl62m-7rd-1407.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,766.26,,,,,,,,,,,,,,,,,,,,,,,4
MSI,GL62M 7RD-1407,https://i.gadgets360cdn.com/products/laptops/large/1546456558_635_msi_gl62m-7rd-1407.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,766.26,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,ChromeBook S330,https://i.gadgets360cdn.com/products/laptops/large/1546456936_635_lenovo_chromebook-s330.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,766.51,,,,,,,,,,,,,,,,,,,,,,,3
HP,250 G6-2RC10PA,https://i.gadgets360cdn.com/products/laptops/large/1546454887_635_hp_250-g6-2rc10pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,766.74,,,,,,,,,,,,,,,,,,,,,,,3
Asus,TUF A15,https://i.gadgets360cdn.com/products/large/Asus-TUF-A15-DB-800x800-1591094674.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,769.41,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion 15-AU008TX,https://i.gadgets360cdn.com/products/laptops/large/1546455604_635_hp_pavilion-15-au008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,769.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,ChromeBook CB5-312T-K1TR,https://i.gadgets360cdn.com/products/laptops/large/1546456988_635_acer_chromebook-cb5-312t-k1tr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,770.15,,,,,,,,,,,,,,,,,,,,,,,3
Acer,ChromeBook CB5-312T-K1TR,https://i.gadgets360cdn.com/products/laptops/large/1546456988_635_acer_chromebook-cb5-312t-k1tr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,770.15,,,,,,,,,,,,,,,,,,,,,,,4
Lenovo,WinBook 300E,https://i.gadgets360cdn.com/products/laptops/large/1546456700_635_lenovo_winbook-300e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,772.11,,,,,,,,,,,,,,,,,,,,,,,
HP,Pavilion X360 14M-CD0003DX,https://i.gadgets360cdn.com/products/laptops/large/1546456888_635_hp_pavilion-x360-14m-cd0003dx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,772.86,,,,,,,,,,,,,,,,,,,,,,,
HP,Pavilion X360 14-BA153TX,https://i.gadgets360cdn.com/products/laptops/large/1546455761_635_hp_pavilion-x360-14-ba153tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,776.82,,,,,,,,,,,,,,,,,,,,,,,1
Asus,F556UA-AS54,https://i.gadgets360cdn.com/products/laptops/large/1546454254_635_asus_f556ua-as54.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,777.75,,,,,,,,,,,,,,,,,,,,,,,3
Asus,F556UA-AS54,https://i.gadgets360cdn.com/products/laptops/large/1546454254_635_asus_f556ua-as54.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,777.75,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ROG GL552JX-CN316T,https://i.gadgets360cdn.com/products/laptops/large/1546453437_635_asus_rog-gl552jx-cn316t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.91,,,,,,,,,,,,,,,,,,,,,,,2
Asus,ROG GL552JX-CN316T,https://i.gadgets360cdn.com/products/laptops/large/1546453437_635_asus_rog-gl552jx-cn316t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.91,,,,,,,,,,,,,,,,,,,,,,,1
Asus,VivoBook S14 S410UA-EB720T,https://i.gadgets360cdn.com/products/laptops/large/1546456035_635_asus_vivobook-s14-s410ua-eb720t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.91,,,,,,,,,,,,,,,,,,,,,,,2
MSI,GV62-8RE-038IN,https://i.gadgets360cdn.com/products/laptops/large/1546455874_635_msi_gv62-8re-038in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.91,,,,,,,,,,,,,,,,,,,,,,,3
MSI,GV62-8RE-038IN,https://i.gadgets360cdn.com/products/laptops/large/1546455874_635_msi_gv62-8re-038in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.91,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad 530S-14Ikb,https://i.gadgets360cdn.com/products/laptops/large/1546456016_635_lenovo_ideapad-530s-14ikb.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.92,,,,,,,,,,,,,,,,,,,,,,,
Asus,ROG G551JK-DM053H,https://i.gadgets360cdn.com/products/laptops/large/1525201985_635_rog-g551jk-dm053h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.99,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion 15-BC407TX,https://i.gadgets360cdn.com/products/laptops/large/1546456534_635_hp_pavilion-15-bc407tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,778.99,,,,,,,,,,,,,,,,,,,,,,,3
AGB,G0812,https://i.gadgets360cdn.com/products/laptops/large/1546453844_635_agb_g0812.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,779.00,,,,,,,,,,,,,,,,,,,,,,,3
AGB,G0812,https://i.gadgets360cdn.com/products/laptops/large/1546453844_635_agb_g0812.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,779.00,,,,,,,,,,,,,,,,,,,,,,,4
HP,Pavilion 15-BC444TX,https://i.gadgets360cdn.com/products/large/hp-pavilion-15-bc444tx-1150x800-1565087105.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,779.00,,,,,,,,,,,,,,,,,,,,,,,4
Acer,TravelMate P2 TMP248-M-57J4,https://i.gadgets360cdn.com/products/laptops/large/1546456954_635_acer_travelmate-p2-tmp248-m-57j4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,782.93,,,,,,,,,,,,,,,,,,,,,,,5
Asus,S510UN-BQ132T,https://i.gadgets360cdn.com/products/laptops/large/1546454636_635_asus_s510un-bq132t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.00,,,,,,,,,,,,,,,,,,,,,,,3
Asus,S510UN-BQ132T,https://i.gadgets360cdn.com/products/laptops/large/1546454636_635_asus_s510un-bq132t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.00,,,,,,,,,,,,,,,,,,,,,,,4
HP,Envy J107TX,https://i.gadgets360cdn.com/products/laptops/large/1546453893_635_hp_envy-j107tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.08,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,ChromeBook C330,https://i.gadgets360cdn.com/products/laptops/large/1546456751_635_lenovo_chromebook-c330.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.23,,,,,,,,,,,,,,,,,,,,,,,2
Asus,ZenBook 14 (UX425),https://i.gadgets360cdn.com/products/large/Asus-Zenbook-14-DB-742x800-1596098216.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.66,,,,,,,,,,,,,,,,,,,,,,,3
HP,Envy 13-d116tu,https://i.gadgets360cdn.com/products/laptops/large/1525206081_635_envy-13-d116tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.66,,,,,,,,,,,,,,,,,,,,,,,2
Apple,MacBook Air MJVG2HN/A,https://i.gadgets360cdn.com/products/laptops/large/1525200103_635_macbook-air-mjvg2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.74,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook S15 S510UN-BQ139T,https://i.gadgets360cdn.com/products/laptops/large/1546454690_635_asus_vivobook-s15-s510un-bq139t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.75,,,,,,,,,,,,,,,,,,,,,,,
Asus,VivoBook S15 S510UN-BQ139T,https://i.gadgets360cdn.com/products/laptops/large/1546454690_635_asus_vivobook-s15-s510un-bq139t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.75,,,,,,,,,,,,,,,,,,,,,,,3
Dell,XPS 13 9360,https://i.gadgets360cdn.com/products/laptops/large/1546453758_635_dell_xps-13-9360.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,783.75,,,,,,,,,,,,,,,,,,,,,,,3
Acer,ChromeBook 11 C732T-C8VY,https://i.gadgets360cdn.com/products/laptops/large/1546456817_635_acer_chromebook-11-c732t-c8vy.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,784.69,,,,,,,,,,,,,,,,,,,,,,,4
Dell,Inspiron 5558-5003BLK,https://i.gadgets360cdn.com/products/laptops/large/1546454672_635_dell_inspiron-5558-5003blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,785.83,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ZenBook UX330UA-FB132T,https://i.gadgets360cdn.com/products/laptops/large/1546455420_635_asus_zenbook-ux330ua-fb132t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,788.41,,,,,,,,,,,,,,,,,,,,,,,
Asus,ZenBook UX330UA-FB132T,https://i.gadgets360cdn.com/products/laptops/large/1546455420_635_asus_zenbook-ux330ua-fb132t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,788.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion x360 14-ba078tx,https://i.gadgets360cdn.com/products/laptops/large/1525207830_635_pavilion-x360-14-ba078tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,788.41,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,Yoga 530,https://i.gadgets360cdn.com/products/laptops/large/1546455871_635_lenovo_yoga-530.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,788.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,1T8TJG,https://i.gadgets360cdn.com/products/laptops/large/1546456511_635_hp_1t8tjg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,790.57,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook W202NA-YS03,https://i.gadgets360cdn.com/products/laptops/large/1546456933_635_asus_vivobook-w202na-ys03.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,791.44,,,,,,,,,,,,,,,,,,,,,,,3
Asus,TUF FX504GM-E4112T,https://i.gadgets360cdn.com/products/laptops/large/1546456168_635_asus_tuf-fx504gm-e4112t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,791.92,,,,,,,,,,,,,,,,,,,,,,,2
Asus,TUF FX504GM-E4112T,https://i.gadgets360cdn.com/products/laptops/large/1546456168_635_asus_tuf-fx504gm-e4112t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,791.92,,,,,,,,,,,,,,,,,,,,,,,
Asus,VivoBook Flip 15 TP510UA-RH31T,https://i.gadgets360cdn.com/products/laptops/large/1546456125_635_asus_vivobook-flip-15-tp510ua-rh31t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,796.57,,,,,,,,,,,,,,,,,,,,,,,2
HP,15-CC567NR,https://i.gadgets360cdn.com/products/laptops/large/1546456548_635_hp_15-cc567nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,796.57,,,,,,,,,,,,,,,,,,,,,,,3
Asus,S510UN-BQ147T,https://i.gadgets360cdn.com/products/laptops/large/1546455873_635_asus_s510un-bq147t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,797.91,,,,,,,,,,,,,,,,,,,,,,,
Asus,S510UN-BQ147T,https://i.gadgets360cdn.com/products/laptops/large/1546455873_635_asus_s510un-bq147t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,797.91,,,,,,,,,,,,,,,,,,,,,,,2
Dell,XPS 13,https://i.gadgets360cdn.com/products/laptops/large/1546454428_635_dell_xps-13.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,797.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ZenBook 3 Deluxe UX490UA-BE010T,https://i.gadgets360cdn.com/products/laptops/large/1546456269_635_asus_zenbook-3-deluxe-ux490ua-be010t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.00,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ZenBook 3 Deluxe UX490UA-BE010T,https://i.gadgets360cdn.com/products/laptops/large/1546456269_635_asus_zenbook-3-deluxe-ux490ua-be010t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.00,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Latitude 7290,https://i.gadgets360cdn.com/products/laptops/large/1546456179_635_dell_latitude-7290.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.00,,,,,,,,,,,,,,,,,,,,,,,1
HP,Envy x360 13-AG0035AU,https://i.gadgets360cdn.com/products/large/1552468865_635_HP_envy_X360_db_ndtv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.00,,,,,,,,,,,,,,,,,,,,,,,
Dell,Inspiron I5576-A298BLK,https://i.gadgets360cdn.com/products/laptops/large/1546453523_635_dell_inspiron-i5576-a298blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.02,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Inspiron 5767,https://i.gadgets360cdn.com/products/laptops/large/1546453860_635_dell_inspiron-5767.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,798.95,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion 1KT69UA,https://i.gadgets360cdn.com/products/laptops/large/1546454265_635_hp_pavilion-1kt69ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,801.15,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion 14-BF177TX,https://i.gadgets360cdn.com/products/laptops/large/1546453568_635_hp_pavilion-14-bf177tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,802.75,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion Notebook,https://i.gadgets360cdn.com/products/laptops/large/1546456654_635_hp_pavilion-notebook.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,805.34,,,,,,,,,,,,,,,,,,,,,,,4
Asus,TUF FX504GM-E4392T,https://i.gadgets360cdn.com/products/laptops/large/1546456349_635_asus_tuf-fx504gm-e4392t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,1
Asus,TUF FX504GM-E4392T,https://i.gadgets360cdn.com/products/laptops/large/1546456349_635_asus_tuf-fx504gm-e4392t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,4
Asus,ZenBook UX430UN-GV022T,https://i.gadgets360cdn.com/products/laptops/large/1546454324_635_asus_zenbook-ux430un-gv022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ZenBook UX430UN-GV022T,https://i.gadgets360cdn.com/products/laptops/large/1546454324_635_asus_zenbook-ux430un-gv022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,4
Dell,Inspiron I5559-7080SLV,https://i.gadgets360cdn.com/products/laptops/large/1546455577_635_dell_inspiron-i5559-7080slv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,ProBook 430-G4,https://i.gadgets360cdn.com/products/laptops/large/1546452891_635_hp_probook-430-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,1
HP,Pavilion 15-CS1052TX,https://i.gadgets360cdn.com/products/laptops/large/1546456970_635_hp_pavilion-15-cs1052tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,ThinkPad L480-20LS,https://i.gadgets360cdn.com/products/laptops/large/1546456651_635_lenovo_thinkpad-l480-20ls.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,4
MSI,PE60 7RD,https://i.gadgets360cdn.com/products/laptops/large/1525207926_635_pe60-7rd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,
MSI,GL62-7RD-640IN,https://i.gadgets360cdn.com/products/laptops/large/1546454499_635_msi_gl62-7rd-640in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,2
MSI,GL63-8RE-455IN,https://i.gadgets360cdn.com/products/laptops/large/1546455981_635_msi_gl63-8re-455in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,1
MSI,GL63-8RE-455IN,https://i.gadgets360cdn.com/products/laptops/large/1546455981_635_msi_gl63-8re-455in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,
MSI,GL62M 7GN,https://i.gadgets360cdn.com/products/laptops/large/1525207914_635_gl62m-7gn.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.41,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion 15-CB052TX,https://i.gadgets360cdn.com/products/laptops/large/1546455095_635_hp_pavilion-15-cb052tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.49,,,,,,,,,,,,,,,,,,,,,,,3
Dell,XPS 13 34128iS1,https://i.gadgets360cdn.com/products/laptops/large/1525206069_635_xps-13-34128is1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.50,,,,,,,,,,,,,,,,,,,,,,,2
Dell,Latitude 5490,https://i.gadgets360cdn.com/products/laptops/large/1546456439_635_dell_latitude-5490.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.50,,,,,,,,,,,,,,,,,,,,,,,1
Lenovo,ThinkPad E555,https://i.gadgets360cdn.com/products/laptops/large/1546454989_635_lenovo_thinkpad-e555.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.50,,,,,,,,,,,,,,,,,,,,,,,2
Asus,VivoBook F510UA-AH50,https://i.gadgets360cdn.com/products/laptops/large/1546456980_635_asus_vivobook-f510ua-ah50.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.63,,,,,,,,,,,,,,,,,,,,,,,4
HP,Envy 13-ab069tu,https://i.gadgets360cdn.com/products/laptops/large/1525207712_635_envy-13-ab069tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,807.79,,,,,,,,,,,,,,,,,,,,,,,4
HP,AU117TX,https://i.gadgets360cdn.com/products/laptops/large/1546455478_635_hp_au117tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,809.22,,,,,,,,,,,,,,,,,,,,,,,
Asus,TUF FX504GD-RS51,https://i.gadgets360cdn.com/products/laptops/large/1546455856_635_asus_tuf-fx504gd-rs51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,809.45,,,,,,,,,,,,,,,,,,,,,,,1
Asus,TUF FX504GD-RS51,https://i.gadgets360cdn.com/products/laptops/large/1546455856_635_asus_tuf-fx504gd-rs51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,809.45,,,,,,,,,,,,,,,,,,,,,,,1
Dell,Inspiron Pro I5767-5889GRY,https://i.gadgets360cdn.com/products/laptops/large/1546454199_635_dell_inspiron-pro-i5767-5889gry.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,810.08,,,,,,,,,,,,,,,,,,,,,,,1
HP,Omen 15-ax001tx,https://i.gadgets360cdn.com/products/laptops/large/1525206346_635_omen-15-ax001tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,812.25,,,,,,,,,,,,,,,,,,,,,,,2
HP,ProBook 440-G3,https://i.gadgets360cdn.com/products/laptops/large/1546453456_635_hp_probook-440-g3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,813.91,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,ThinkPad E585,https://i.gadgets360cdn.com/products/laptops/large/1546456655_635_lenovo_thinkpad-e585.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,815.55,,,,,,,,,,,,,,,,,,,,,,,4
HP,15-BA081NR,https://i.gadgets360cdn.com/products/laptops/large/1546456772_635_hp_15-ba081nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,816.34,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook S510UN-BQ147T,https://i.gadgets360cdn.com/products/laptops/large/1546456100_635_asus_vivobook-s510un-bq147t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,816.91,,,,,,,,,,,,,,,,,,,,,,,4
Asus,ZenBook 14 (UX434),https://i.gadgets360cdn.com/products/large/1558949266_635_asus_zenbook_14_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,816.91,,,,,,,,,,,,,,,,,,,,,,,2
MSI,7REX-2068IN,https://i.gadgets360cdn.com/products/laptops/large/1546454929_635_msi_7rex-2068in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,816.91,,,,,,,,,,,,,,,,,,,,,,,4
MSI,7REX-2068IN,https://i.gadgets360cdn.com/products/laptops/large/1546454929_635_msi_7rex-2068in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,816.91,,,,,,,,,,,,,,,,,,,,,,,2
Acer,Nitro AN515-51-77VW,https://i.gadgets360cdn.com/products/laptops/large/1546456067_635_acer_nitro-an515-51-77vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,817.00,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Nitro AN515-51-77VW,https://i.gadgets360cdn.com/products/laptops/large/1546456067_635_acer_nitro-an515-51-77vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,817.00,,,,,,,,,,,,,,,,,,,,,,,2
HP,Envy x360,https://i.gadgets360cdn.com/products/laptops/large/1546454299_635_hp_envy-x360.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,819.88,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Inspiron 15 I5570-7279,https://i.gadgets360cdn.com/products/laptops/large/1546456891_635_dell_inspiron-15-i5570-7279.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,821.16,,,,,,,,,,,,,,,,,,,,,,,3
Dell,YHK69,https://i.gadgets360cdn.com/products/laptops/large/1546455657_635_dell_yhk69.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,821.30,,,,,,,,,,,,,,,,,,,,,,,2
Asus,ROG G551JX-DM036H,https://i.gadgets360cdn.com/products/laptops/large/1525201986_635_rog-g551jx-dm036h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,821.74,,,,,,,,,,,,,,,,,,,,,,,1
Asus,ZenBook Flip UX360UAK-DQ266T,https://i.gadgets360cdn.com/products/laptops/large/1525207695_635_zenbook-flip-ux360uak-dq266t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,825.55,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion X360 15-BK002TX,https://i.gadgets360cdn.com/products/laptops/large/1546455060_635_hp_pavilion-x360-15-bk002tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,825.55,,,,,,,,,,,,,,,,,,,,,,,3
Asus,ZenBook Flip UX360UAK-DQ240T,https://i.gadgets360cdn.com/products/laptops/large/1525207694_635_zenbook-flip-ux360uak-dq240t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,826.41,,,,,,,,,,,,,,,,,,,,,,,1
Lenovo,Y520,https://i.gadgets360cdn.com/products/laptops/large/1546456478_635_lenovo_y520.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,826.41,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,Yoga 530 14Ikb,https://i.gadgets360cdn.com/products/laptops/large/1546455954_635_lenovo_yoga-530-14ikb.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,826.41,,,,,,,,,,,,,,,,,,,,,,,2
Dell,Latitude 5175,https://i.gadgets360cdn.com/products/laptops/large/1546454575_635_dell_latitude-5175.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,826.50,,,,,,,,,,,,,,,,,,,,,,,1
HP,Omen 15-CE073TX,https://i.gadgets360cdn.com/products/laptops/large/1546454101_635_hp_omen-15-ce073tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,826.50,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook S15 S530UA-DB51-RD,https://i.gadgets360cdn.com/products/laptops/large/1546456268_635_asus_vivobook-s15-s530ua-db51-rd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,827.05,,,,,,,,,,,,,,,,,,,,,,,4
Asus,VivoBook S15 S530UA-DB51-RD,https://i.gadgets360cdn.com/products/laptops/large/1546456268_635_asus_vivobook-s15-s530ua-db51-rd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,827.05,,,,,,,,,,,,,,,,,,,,,,,3
Dell,G3579-5958BLK,https://i.gadgets360cdn.com/products/laptops/large/1546456991_635_dell_g3579-5958blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,827.05,,,,,,,,,,,,,,,,,,,,,,,1
Asus,ZenBook 3 UX390UA-GS039T,https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,830.21,,,,,,,,,,,,,,,,,,,,,,,4
Asus,ZenBook 3 UX390UA-GS039T,https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,830.21,,,,,,,,,,,,,,,,,,,,,,,1
Toshiba,Tecra C50-C1513,https://i.gadgets360cdn.com/products/laptops/large/1546455795_635_toshiba_tecra-c50-c1513.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,833.36,,,,,,,,,,,,,,,,,,,,,,,4
Toshiba,Tecra C50-C1513,https://i.gadgets360cdn.com/products/laptops/large/1546455795_635_toshiba_tecra-c50-c1513.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,833.36,,,,,,,,,,,,,,,,,,,,,,,4
Dell,Inspiron 5558-2571BLK,https://i.gadgets360cdn.com/products/laptops/large/1546454981_635_dell_inspiron-5558-2571blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,834.08,,,,,,,,,,,,,,,,,,,,,,,
Acer,Aspire E E5-575G-5341,https://i.gadgets360cdn.com/products/laptops/large/1546455176_635_acer_aspire-e-e5-575g-5341.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,835.41,,,,,,,,,,,,,,,,,,,,,,,4
